Gender,family_history,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,Obesity,Age,Weight,Height
Male,sim,sim,2.0,3.0,Quase sempre,não,1.199517,não,0.047738,0.163329,Quase sempre,Transporte público,Sobrepeso II,31,91,1.8
Female,sim,sim,2.0,3.0,Quase sempre,não,2.386904,não,0.926201,1.34403,Quase sempre,Transporte público,Sobrepeso II,23,80,1.7
Female,sim,sim,2.784383,3.0,Quase sempre,não,2.165605,não,0.855973,0.839659,Frequentemente,Automóvel,Sobrepeso II,26,78,1.7
Male,sim,sim,2.009952,2.716106,Quase sempre,não,1.660614,não,1.0,0.60473,Quase sempre,Transporte público,Sobrepeso II,17,83,1.71
Male,sim,não,2.008656,1.402771,Quase sempre,não,3.0,não,0.112383,0.32803,Quase sempre,Transporte público,Sobrepeso II,19,77,1.66
Male,sim,sim,1.122127,2.865657,Quase sempre,não,2.0,não,1.28775,1.944177,Quase sempre,Transporte público,Sobrepeso II,25,95,1.84
Male,sim,sim,1.963965,1.836226,Quase sempre,não,1.85537,não,0.0,1.667745,Quase sempre,Transporte público,Sobrepeso II,22,91,1.81
Male,sim,sim,2.319776,2.884848,Quase sempre,não,2.154898,não,0.325534,0.954216,Quase sempre,Transporte público,Sobrepeso II,23,85,1.71
Male,sim,sim,1.899116,2.375026,Quase sempre,não,1.39854,não,0.0,1.365793,Quase sempre,Transporte público,Sobrepeso II,22,89,1.79
Female,sim,sim,2.042762,2.9774,Quase sempre,não,1.522426,não,0.501417,1.029135,Quase sempre,Transporte público,Sobrepeso II,23,81,1.7
Male,sim,sim,2.129668,2.693646,Quase sempre,não,2.60669,não,1.170823,0.290898,Não,Automóvel,Sobrepeso II,34,84,1.69
Female,sim,sim,2.182401,2.832018,Quase sempre,não,2.456939,não,0.038809,0.524015,Frequentemente,Transporte público,Sobrepeso II,25,78,1.69
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,1.0,0.0,Não,Automóvel,Sobrepeso II,55,80,1.67
Male,sim,sim,2.802696,3.0,Quase sempre,não,2.978465,não,1.974656,0.936925,Não,Automóvel,Sobrepeso II,34,85,1.77
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.527341,2.0,Não,Transporte público,Sobrepeso II,21,80,1.65
Male,sim,não,2.492758,2.270163,Quase sempre,não,1.992586,não,1.452467,0.864583,Não,Transporte público,Sobrepeso II,18,79,1.66
Female,sim,sim,2.733129,3.0,Quase sempre,não,1.302594,não,0.0,1.103349,Não,Automóvel,Sobrepeso II,41,79,1.68
Male,sim,sim,2.0,2.646717,Quase sempre,não,2.0,não,2.627515,1.358812,Não,Transporte público,Sobrepeso II,21,80,1.69
Female,sim,não,2.0,1.0,Quase sempre,não,1.278578,não,0.02112,0.0,Não,Transporte público,Sobrepeso II,27,63,1.51
Female,sim,não,2.0,1.193729,Quase sempre,não,1.846441,não,0.546402,0.235711,Não,Transporte público,Sobrepeso II,25,63,1.51
Female,sim,não,2.0,1.477581,Quase sempre,não,1.995035,não,0.324676,0.51743,Não,Transporte público,Sobrepeso II,21,62,1.49
Female,sim,não,2.294067,3.209508,Quase sempre,não,2.0,não,1.103088,1.261043,Não,Transporte público,Sobrepeso II,20,64,1.51
Male,sim,sim,2.0,2.756622,Quase sempre,não,1.606076,não,0.432973,1.749586,Não,Transporte público,Sobrepeso II,22,81,1.69
Male,sim,sim,2.315932,2.658478,Quase sempre,não,1.568476,não,0.949976,0.544899,Quase sempre,Transporte público,Sobrepeso II,23,82,1.72
Female,sim,sim,3.0,3.0,Quase sempre,não,2.166024,não,0.0,0.0,Não,Automóvel,Sobrepeso II,38,78,1.7
Female,sim,sim,2.802128,3.0,Quase sempre,não,1.744628,não,0.0,0.721167,Não,Automóvel,Sobrepeso II,37,79,1.68
Female,sim,sim,2.79606,1.971472,Quase sempre,não,1.921601,não,0.935217,0.704637,Não,Automóvel,Sobrepeso II,34,77,1.68
Female,sim,sim,2.086898,1.818026,Quase sempre,não,2.088929,não,0.305422,1.040787,Não,Automóvel,Sobrepeso II,34,79,1.65
Male,sim,sim,2.333503,1.820779,Quase sempre,não,2.559265,não,1.327193,0.481357,Quase sempre,Automóvel,Sobrepeso II,31,98,1.84
Male,sim,sim,2.0,1.724887,Quase sempre,não,3.0,não,1.0,0.0,Quase sempre,Automóvel,Sobrepeso II,33,97,1.84
Female,sim,não,3.0,3.129155,Quase sempre,não,2.0,não,1.634134,1.0,Não,Transporte público,Sobrepeso II,18,71,1.56
Female,sim,não,3.0,3.856434,Quase sempre,não,2.0,não,1.32417,1.0,Quase sempre,Transporte público,Sobrepeso II,19,72,1.59
Male,sim,não,1.653081,2.753418,Quase sempre,não,2.192063,não,1.474937,0.518542,Quase sempre,Transporte público,Sobrepeso II,19,78,1.7
Male,sim,sim,2.535315,3.0,Quase sempre,não,1.146595,não,0.31381,0.0,Não,Automóvel,Sobrepeso II,47,84,1.74
Male,sim,não,2.0,3.0,Quase sempre,não,2.976229,não,1.0,0.121992,Quase sempre,Transporte público,Sobrepeso II,17,85,1.74
Male,sim,sim,2.765769,3.0,Quase sempre,não,2.845134,não,1.0,0.42683,Quase sempre,Transporte público,Sobrepeso II,17,85,1.75
Male,sim,sim,2.215464,2.116195,Quase sempre,não,1.80996,não,1.910577,0.971746,Não,Transporte público,Sobrepeso II,20,80,1.72
Female,sim,sim,3.0,2.049908,Quase sempre,não,1.999882,não,1.637368,0.10724,Não,Automóvel,Sobrepeso II,33,77,1.68
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,1.04729,0.933802,Quase sempre,Transporte público,Sobrepeso II,17,95,1.8
Male,sim,sim,2.0,1.044628,Quase sempre,não,2.01051,não,2.805801,0.0,Não,Automóvel,Sobrepeso II,33,83,1.71
Male,sim,sim,2.63165,2.98212,Quase sempre,não,2.778587,não,2.667739,0.905181,Não,Automóvel,Sobrepeso II,34,84,1.75
Male,sim,sim,2.0,1.009426,Quase sempre,não,2.136398,não,1.060349,0.0,Não,Automóvel,Sobrepeso II,35,83,1.69
Female,sim,não,2.942154,2.667711,Quase sempre,não,2.184768,não,1.524405,0.805008,Quase sempre,Transporte público,Sobrepeso II,19,73,1.6
Female,sim,não,3.0,3.000974,Quase sempre,não,2.0,não,2.274248,1.0,Quase sempre,Transporte público,Sobrepeso II,18,72,1.55
Male,sim,sim,2.0,2.698883,Quase sempre,não,2.035104,não,0.598438,0.017016,Quase sempre,Automóvel,Sobrepeso II,31,91,1.83
Male,sim,sim,2.716909,2.598079,Quase sempre,não,2.90545,não,1.600431,0.176892,Quase sempre,Transporte público,Sobrepeso II,23,82,1.71
Male,sim,não,1.83746,3.0,Quase sempre,não,2.0,não,1.194519,1.212762,Não,Transporte público,Sobrepeso II,19,79,1.68
Male,sim,não,1.936479,2.837388,Quase sempre,não,2.159987,não,1.475772,0.646514,Quase sempre,Transporte público,Sobrepeso II,19,78,1.71
Male,sim,sim,2.045027,2.946063,Quase sempre,não,1.307563,não,1.442485,0.934493,Quase sempre,Transporte público,Sobrepeso II,30,93,1.84
Male,sim,sim,2.760607,1.0,Quase sempre,não,1.336378,não,1.898889,0.487375,Quase sempre,Transporte público,Sobrepeso II,27,99,1.83
Male,sim,sim,2.09449,1.873484,Quase sempre,não,2.0,não,2.079709,0.880414,Quase sempre,Transporte público,Sobrepeso II,21,82,1.72
Male,sim,sim,2.0,2.473911,Quase sempre,não,2.452789,não,0.932792,0.0,Não,Automóvel,Sobrepeso II,33,83,1.69
Male,sim,sim,2.907062,3.0,Quase sempre,não,2.740848,não,1.219827,0.037634,Quase sempre,Transporte público,Sobrepeso II,18,86,1.75
Male,sim,sim,2.0,1.79558,Quase sempre,não,1.855054,não,1.083572,0.218574,Quase sempre,Transporte público,Sobrepeso II,32,87,1.76
Male,sim,sim,2.399531,2.623079,Quase sempre,não,2.535127,não,1.030752,0.606264,Quase sempre,Automóvel,Sobrepeso II,31,98,1.85
Male,sim,sim,1.521604,2.174968,Quase sempre,não,2.0,não,0.0,0.632467,Quase sempre,Transporte público,Sobrepeso II,24,89,1.79
Male,sim,sim,2.0,2.676148,Quase sempre,não,2.083939,não,0.632164,0.993786,Quase sempre,Transporte público,Sobrepeso II,24,85,1.72
Female,sim,não,2.501683,3.394788,Quase sempre,não,1.337378,não,0.932888,1.0,Não,Transporte público,Sobrepeso II,19,69,1.55
Female,sim,sim,2.0,3.0,Quase sempre,não,1.992548,não,0.039207,1.528714,Não,Automóvel,Sobrepeso II,35,80,1.66
Female,sim,sim,2.76802,2.137068,Quase sempre,não,1.873591,não,0.966973,0.691944,Não,Automóvel,Sobrepeso II,33,77,1.68
Male,sim,sim,2.742796,2.937607,Quase sempre,não,1.99467,não,1.0,0.023564,Quase sempre,Transporte público,Sobrepeso II,23,82,1.73
Male,sim,sim,2.325623,1.313403,Quase sempre,não,1.94609,não,0.604259,0.0,Não,Automóvel,Sobrepeso II,39,86,1.72
Female,sim,sim,2.076689,3.0,Quase sempre,não,1.026729,não,0.647798,0.0,Não,Automóvel,Sobrepeso II,45,80,1.69
Male,sim,sim,3.0,3.0,Quase sempre,não,2.045069,não,1.725931,1.619596,Quase sempre,Transporte público,Obesidade I,25,105,1.77
Male,sim,sim,3.0,3.0,Quase sempre,não,2.509147,não,2.0,1.564796,Quase sempre,Transporte público,Obesidade I,26,105,1.84
Male,sim,sim,2.271306,3.0,Quase sempre,não,1.771198,não,2.0,0.413752,Quase sempre,Automóvel,Obesidade I,30,102,1.78
Male,sim,sim,2.33361,2.113575,Quase sempre,não,2.504136,não,2.998981,1.0,Quase sempre,Automóvel,Obesidade I,39,101,1.79
Female,sim,sim,2.13683,2.092179,Quase sempre,não,1.505381,não,0.0,0.0,Quase sempre,Transporte público,Obesidade I,31,78,1.56
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,0.0,0.0,Quase sempre,Transporte público,Obesidade I,25,80,1.59
Female,sim,sim,2.909853,1.0,Quase sempre,não,2.0,não,1.308852,0.0,Não,Automóvel,Obesidade I,43,81,1.57
Female,sim,sim,2.490507,2.974204,Quase sempre,não,1.846754,não,0.0,0.0,Não,Automóvel,Obesidade I,42,81,1.58
Female,sim,sim,1.063449,1.0,Quase sempre,não,2.0,não,0.0,1.482016,Quase sempre,Transporte público,Obesidade I,22,82,1.62
Female,sim,sim,2.699282,1.0,Quase sempre,não,2.598632,não,0.292093,2.0,Quase sempre,Transporte público,Obesidade I,22,82,1.61
Male,sim,sim,2.0,3.0,Quase sempre,não,2.843675,não,1.309304,1.338655,Não,Transporte público,Obesidade I,24,97,1.73
Male,sim,sim,2.4277,1.001633,Quase sempre,não,3.0,não,1.172641,1.0,Não,Transporte público,Obesidade I,21,88,1.65
Female,sim,sim,2.87599,1.2919,Quase sempre,não,2.777712,não,0.432813,1.0,Não,Transporte público,Obesidade I,22,87,1.65
Female,sim,sim,2.177243,3.0,Quase sempre,não,2.715572,não,2.230109,0.070897,Não,Transporte público,Obesidade I,23,84,1.64
Female,sim,sim,2.0,3.0,Quase sempre,não,1.630528,não,0.0,0.0,Quase sempre,Automóvel,Obesidade I,37,77,1.56
Male,sim,sim,2.0,3.0,Quase sempre,não,2.287248,não,2.669179,1.237867,Não,Transporte público,Obesidade I,22,95,1.73
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,3.0,2.0,Não,Transporte público,Obesidade I,23,97,1.78
Female,sim,sim,3.0,1.0,Quase sempre,não,3.0,não,1.280924,1.77795,Não,Transporte público,Obesidade I,22,87,1.64
Female,sim,sim,3.0,3.0,Quase sempre,não,1.0,não,1.02975,1.350099,Quase sempre,Transporte público,Obesidade I,18,82,1.65
Male,sim,sim,3.0,3.0,Quase sempre,não,1.776991,não,1.757724,0.0,Quase sempre,Automóvel,Obesidade I,25,107,1.75
Female,sim,sim,2.0,3.0,Quase sempre,não,1.406115,não,0.0,0.0,Quase sempre,Automóvel,Obesidade I,40,77,1.55
Male,sim,sim,2.0,3.0,Quase sempre,não,1.530493,não,0.967627,1.0,Não,Transporte público,Obesidade I,23,90,1.71
Female,sim,sim,2.846452,1.139317,Quase sempre,não,1.459511,não,1.71807,0.0,Quase sempre,Automóvel,Obesidade I,37,80,1.56
Male,sim,sim,2.19011,2.029858,Quase sempre,não,2.348981,não,1.946907,0.0,Quase sempre,Automóvel,Obesidade I,31,90,1.67
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.0,0.105936,Não,Transporte público,Obesidade I,22,94,1.66
Male,sim,sim,2.0,3.0,Quase sempre,não,2.680292,não,1.549693,0.522259,Quase sempre,Automóvel,Obesidade I,40,98,1.79
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,3.0,2.0,Não,Transporte público,Obesidade I,23,95,1.76
Male,sim,sim,2.0,2.977543,Quase sempre,não,2.205977,não,2.698874,2.0,Não,Transporte público,Obesidade I,21,98,1.71
Male,sim,sim,2.069267,1.476204,Quase sempre,não,3.0,não,2.05252,0.092736,Frequentemente,Automóvel,Obesidade I,35,100,1.78
Female,sim,sim,1.362441,2.57038,Quase sempre,não,2.166228,não,2.232851,1.281141,Não,Transporte público,Obesidade I,22,82,1.6
Female,sim,sim,2.09663,2.879541,Quase sempre,não,2.432967,não,1.887012,0.0,Não,Transporte público,Obesidade I,23,82,1.61
Female,sim,sim,2.928234,1.458507,Quase sempre,não,2.777379,não,0.354541,1.707018,Não,Transporte público,Obesidade I,23,83,1.67
Female,sim,sim,2.0,1.105617,Quase sempre,não,1.372811,não,1.629432,0.0,Quase sempre,Automóvel,Obesidade I,40,80,1.54
Female,sim,sim,2.0,3.0,Quase sempre,não,1.0,não,0.0,0.0,Quase sempre,Automóvel,Obesidade I,39,79,1.51
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,0.669278,0.505266,Quase sempre,Automóvel,Obesidade I,26,90,1.66
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,0.827502,0.0,Não,Transporte público,Obesidade I,23,78,1.55
Male,sim,sim,2.0,3.0,Quase sempre,não,1.689793,não,1.464204,0.0,Não,Transporte público,Obesidade I,20,102,1.78
Male,sim,sim,2.0,3.0,Quase sempre,não,2.771469,não,2.359339,1.206251,Não,Transporte público,Obesidade I,21,96,1.75
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,0.026142,0.0,Não,Transporte público,Obesidade I,23,80,1.62
Male,sim,sim,2.0,3.0,Quase sempre,não,1.155384,não,0.003938,0.526999,Quase sempre,Transporte público,Obesidade I,20,105,1.79
Male,sim,sim,2.0,1.854536,Quase sempre,não,2.160169,não,1.0,2.0,Quase sempre,Transporte público,Obesidade I,18,114,1.85
Female,sim,sim,2.496455,3.0,Quase sempre,não,1.850344,não,1.066101,0.732265,Quase sempre,Transporte público,Obesidade I,18,90,1.69
Female,sim,sim,1.70825,3.0,Quase sempre,não,1.0,não,0.899864,1.0,Quase sempre,Transporte público,Obesidade I,18,93,1.71
Male,sim,sim,2.262171,3.0,Quase sempre,não,2.03415,não,0.317363,0.508663,Quase sempre,Transporte público,Obesidade I,23,105,1.79
Male,sim,sim,2.740633,3.0,Quase sempre,não,2.081005,não,0.650235,0.76906,Quase sempre,Transporte público,Obesidade I,23,106,1.75
Male,sim,sim,2.0,3.0,Quase sempre,não,1.608128,não,0.478134,0.0,Não,Transporte público,Obesidade I,20,103,1.78
Male,sim,sim,2.0,3.0,Quase sempre,não,2.715252,não,0.0,0.621605,Não,Transporte público,Obesidade I,21,106,1.82
Male,sim,sim,2.0,1.08687,Quase sempre,não,2.279124,não,1.0,1.609773,Não,Transporte público,Obesidade I,18,108,1.79
Male,sim,sim,2.0,1.25535,Quase sempre,não,2.497065,não,1.0,1.441605,Não,Transporte público,Obesidade I,18,108,1.82
Female,sim,sim,1.081585,2.870661,Quase sempre,não,1.11756,não,0.0,1.616826,Quase sempre,Transporte público,Obesidade I,19,82,1.63
Female,sim,sim,2.587789,1.482103,Quase sempre,não,1.911664,não,0.0,0.128681,Quase sempre,Transporte público,Obesidade I,22,82,1.63
Male,sim,sim,2.252653,3.0,Quase sempre,não,2.962371,não,1.0,0.0,Quase sempre,Transporte público,Obesidade I,21,105,1.77
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,0.732186,1.0,Quase sempre,Transporte público,Obesidade I,21,118,1.93
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,0.975187,1.0,Quase sempre,Transporte público,Obesidade I,22,116,1.95
Female,sim,sim,2.036613,1.81698,Quase sempre,não,1.93059,não,1.851404,0.0,Quase sempre,Automóvel,Obesidade I,37,80,1.61
Female,sim,sim,2.0,2.582591,Quase sempre,não,1.535134,não,1.88452,0.0,Quase sempre,Automóvel,Obesidade I,37,75,1.51
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.0,0.233314,Não,Transporte público,Obesidade I,17,97,1.74
Female,sim,sim,2.0,3.0,Quase sempre,não,2.102976,não,0.0,0.0,Quase sempre,Automóvel,Obesidade I,37,76,1.57
Female,sim,sim,2.0,3.0,Quase sempre,não,2.091934,não,0.0,0.0,Quase sempre,Automóvel,Obesidade I,43,76,1.59
Male,sim,sim,2.0,2.164839,Quase sempre,não,2.094479,não,1.0,0.676557,Quase sempre,Transporte público,Obesidade I,18,108,1.82
Male,sim,sim,2.0,2.141839,Quase sempre,não,2.939847,não,1.0,0.103056,Quase sempre,Transporte público,Obesidade I,18,108,1.79
Male,sim,sim,2.0,2.877583,Quase sempre,não,2.358038,não,0.877295,1.817146,Quase sempre,Automóvel,Obesidade I,29,108,1.83
Female,sim,sim,2.609123,3.0,Quase sempre,não,1.955053,não,1.186013,0.0,Não,Transporte público,Obesidade I,18,86,1.67
Male,sim,sim,1.036159,3.0,Quase sempre,não,1.0,não,0.344013,0.329367,Quase sempre,Automóvel,Obesidade I,24,91,1.64
Male,sim,sim,1.851262,3.0,Quase sempre,não,2.11267,não,0.388269,0.0,Quase sempre,Automóvel,Obesidade I,29,89,1.68
Female,sim,sim,2.0,3.0,Quase sempre,não,1.051735,não,1.0,0.0,Não,Transporte público,Obesidade I,18,84,1.61
Male,sim,sim,2.0,2.95833,Quase sempre,não,2.0,não,0.0,1.595306,Não,Transporte público,Obesidade I,21,96,1.69
Male,sim,sim,2.0,2.119826,Quase sempre,não,2.0,não,0.0,1.882539,Não,Transporte público,Obesidade I,19,99,1.7
Female,sim,sim,2.501236,3.0,Quase sempre,não,1.220331,não,0.245003,0.537202,Não,Transporte público,Obesidade I,18,82,1.6
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,1.783858,0.0,Não,Transporte público,Obesidade I,18,104,1.8
Male,sim,sim,3.0,3.0,Quase sempre,não,2.925029,não,2.0,1.758865,Quase sempre,Transporte público,Obesidade I,26,105,1.84
Male,sim,sim,3.0,3.0,Quase sempre,não,2.858171,não,1.813318,0.680215,Quase sempre,Transporte público,Obesidade I,25,106,1.81
Male,sim,sim,2.031185,2.992606,Quase sempre,não,2.852254,não,2.00123,0.36037,Frequentemente,Automóvel,Obesidade I,36,100,1.79
Male,sim,sim,2.014194,2.050121,Quase sempre,não,2.184707,não,2.000561,0.853891,Frequentemente,Automóvel,Obesidade I,38,100,1.79
Female,sim,sim,2.028225,1.923607,Quase sempre,não,1.798917,não,0.0,0.0,Não,Transporte público,Obesidade I,30,78,1.53
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,0.005405,0.0,Não,Transporte público,Obesidade I,28,79,1.58
Female,sim,sim,2.81646,2.27374,Quase sempre,não,1.722063,não,0.0,0.0,Não,Automóvel,Obesidade I,42,86,1.65
Female,sim,sim,2.037585,1.418985,Quase sempre,não,1.827351,não,0.0,0.0,Não,Automóvel,Obesidade I,47,81,1.64
Female,sim,sim,1.853314,1.320768,Quase sempre,não,2.135552,não,0.248034,1.727828,Quase sempre,Transporte público,Obesidade I,22,82,1.63
Female,sim,sim,1.00876,1.0,Quase sempre,não,2.0,não,0.0,0.585912,Quase sempre,Transporte público,Obesidade I,22,82,1.6
Male,sim,sim,2.0,3.0,Quase sempre,não,1.490613,não,0.654316,1.0,Não,Transporte público,Obesidade I,23,94,1.65
Male,sim,sim,2.0,3.0,Quase sempre,não,2.02127,não,1.814869,1.066603,Não,Transporte público,Obesidade I,22,95,1.7
Male,sim,sim,2.103335,2.964024,Quase sempre,não,3.0,não,0.632947,1.0,Não,Transporte público,Obesidade I,22,89,1.65
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,0.603638,0.969085,Não,Transporte público,Obesidade I,23,90,1.66
Female,sim,sim,2.060922,2.933409,Quase sempre,não,2.235282,não,0.380633,0.0026,Não,Transporte público,Obesidade I,23,82,1.63
Female,sim,sim,2.058687,2.962004,Quase sempre,não,2.010596,não,0.851059,0.630866,Não,Transporte público,Obesidade I,23,84,1.63
Female,sim,sim,2.0,3.0,Quase sempre,não,1.274774,não,0.0,0.0,Quase sempre,Automóvel,Obesidade I,38,79,1.56
Female,sim,sim,2.533605,1.271624,Quase sempre,não,1.893691,não,1.296535,0.0,Quase sempre,Automóvel,Obesidade I,37,80,1.56
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,3.0,2.0,Não,Transporte público,Obesidade I,22,95,1.75
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,3.0,2.0,Não,Transporte público,Obesidade I,22,95,1.75
Female,sim,sim,2.457547,1.00061,Quase sempre,não,3.0,não,1.361533,1.0,Não,Transporte público,Obesidade I,21,88,1.65
Female,sim,sim,2.983851,1.068443,Quase sempre,não,2.854161,não,1.103209,1.0,Não,Transporte público,Obesidade I,22,87,1.65
Female,sim,sim,2.954996,3.0,Quase sempre,não,1.0,não,2.091862,1.06053,Não,Transporte público,Obesidade I,16,85,1.65
Female,sim,sim,2.061969,3.0,Quase sempre,não,1.229171,não,2.392047,1.256119,Não,Transporte público,Obesidade I,16,85,1.63
Male,sim,sim,3.0,3.0,Quase sempre,não,1.163264,não,1.866023,1.604608,Quase sempre,Automóvel,Obesidade I,29,108,1.77
Male,sim,sim,3.0,3.0,Quase sempre,não,1.271178,não,1.944728,0.0,Quase sempre,Automóvel,Obesidade I,29,108,1.76
Female,sim,sim,2.0,3.0,Quase sempre,não,2.117346,não,0.0,0.0,Não,Automóvel,Obesidade I,43,77,1.6
Female,sim,sim,2.0,3.0,Quase sempre,não,2.952506,não,0.0,0.0,Não,Automóvel,Obesidade I,40,79,1.57
Male,sim,sim,2.0,3.0,Quase sempre,não,1.746197,não,0.455216,0.335158,Não,Transporte público,Obesidade I,22,93,1.7
Male,sim,sim,2.0,3.0,Quase sempre,não,1.249307,não,0.973465,1.0,Não,Transporte público,Obesidade I,23,93,1.74
Female,sim,sim,2.450784,2.952821,Quase sempre,não,1.335192,não,0.180276,0.0,Quase sempre,Automóvel,Obesidade I,37,80,1.63
Female,sim,sim,2.972426,3.0,Quase sempre,não,1.636326,não,0.0,0.0,Quase sempre,Automóvel,Obesidade I,37,80,1.62
Male,sim,sim,2.467002,1.851088,Quase sempre,não,2.104054,não,1.991565,0.0,Quase sempre,Automóvel,Obesidade I,31,90,1.67
Male,sim,sim,2.934671,2.119682,Quase sempre,não,2.041462,não,0.578074,0.0,Quase sempre,Automóvel,Obesidade I,31,89,1.68
Male,sim,sim,2.0,2.970675,Quase sempre,não,2.0,não,0.0,0.169294,Não,Transporte público,Obesidade I,21,95,1.7
Male,sim,sim,2.0,2.966803,Quase sempre,não,2.0,não,0.0,1.281541,Não,Transporte público,Obesidade I,21,94,1.72
Male,sim,sim,2.903545,1.508685,Quase sempre,não,2.450069,não,1.45473,0.0,Quase sempre,Automóvel,Obesidade I,36,90,1.67
Male,sim,sim,2.043359,2.209314,Quase sempre,não,2.785804,não,1.259613,0.669616,Quase sempre,Automóvel,Obesidade I,39,98,1.79
Male,sim,sim,2.0,3.0,Quase sempre,não,2.973729,não,2.491642,1.36595,Não,Transporte público,Obesidade I,24,97,1.77
Male,sim,sim,2.0,3.0,Quase sempre,não,2.988771,não,2.429923,1.978043,Não,Transporte público,Obesidade I,23,97,1.76
Male,sim,sim,2.787589,1.114564,Quase sempre,não,3.0,não,2.710338,0.572185,Quase sempre,Automóvel,Obesidade I,35,102,1.78
Male,sim,sim,2.39728,2.036794,Quase sempre,não,2.659419,não,1.062011,1.771135,Quase sempre,Automóvel,Obesidade I,31,105,1.81
Female,sim,sim,2.150054,2.988539,Quase sempre,não,2.768325,não,2.08515,0.0,Não,Transporte público,Obesidade I,23,82,1.61
Female,sim,sim,2.977585,1.630506,Quase sempre,não,2.839319,não,1.091474,0.889517,Não,Transporte público,Obesidade I,23,83,1.63
Female,sim,sim,2.274491,1.0,Quase sempre,não,2.2695,não,0.946461,1.73107,Quase sempre,Transporte público,Obesidade I,22,82,1.63
Female,sim,sim,1.557287,1.0,Quase sempre,não,2.371015,não,0.288032,2.0,Quase sempre,Transporte público,Obesidade I,22,82,1.61
Female,sim,sim,2.152264,2.977999,Quase sempre,não,1.513199,não,0.0,0.0,Quase sempre,Automóvel,Obesidade I,41,81,1.57
Female,sim,sim,2.0,3.0,Quase sempre,não,1.326165,não,0.0,0.0,Quase sempre,Automóvel,Obesidade I,40,80,1.55
Male,sim,sim,2.08841,2.644692,Quase sempre,não,2.773236,não,1.252472,0.0,Quase sempre,Automóvel,Obesidade I,29,90,1.68
Male,sim,sim,2.180047,2.733077,Quase sempre,não,2.77962,não,1.454129,0.0,Quase sempre,Automóvel,Obesidade I,30,90,1.69
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,0.876101,0.0,Não,Transporte público,Obesidade I,23,78,1.58
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,0.852446,0.0,Não,Transporte público,Obesidade I,24,79,1.59
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.067491,0.894105,Não,Transporte público,Obesidade I,17,99,1.71
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,1.579431,0.839862,Não,Transporte público,Obesidade I,18,99,1.72
Female,sim,sim,1.826885,1.0,Quase sempre,não,2.0,não,0.0,0.459274,Não,Transporte público,Obesidade I,22,82,1.62
Female,sim,sim,1.754401,1.0,Quase sempre,não,2.0,não,0.0,0.301909,Não,Transporte público,Obesidade I,22,82,1.62
Male,sim,sim,2.0,2.427137,Quase sempre,não,2.574073,não,1.0,2.0,Quase sempre,Transporte público,Obesidade I,18,112,1.86
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,0.788585,1.220029,Quase sempre,Transporte público,Obesidade I,21,118,1.86
Female,sim,sim,1.524428,3.0,Quase sempre,não,1.383831,não,0.130417,1.0,Quase sempre,Transporte público,Obesidade I,18,90,1.68
Female,sim,sim,1.164062,3.0,Quase sempre,não,1.157395,não,0.0,0.320851,Quase sempre,Transporte público,Obesidade I,21,92,1.72
Male,sim,sim,2.123159,3.0,Quase sempre,não,2.415343,não,0.295178,0.569852,Quase sempre,Transporte público,Obesidade I,23,106,1.8
Male,sim,sim,2.0,3.0,Quase sempre,não,2.745242,não,0.0,0.80898,Quase sempre,Transporte público,Obesidade I,21,106,1.82
Male,sim,sim,2.259679,3.0,Quase sempre,não,1.026143,não,0.268801,0.077818,Quase sempre,Transporte público,Obesidade I,21,105,1.79
Male,sim,sim,2.044326,3.0,Quase sempre,não,2.35818,não,0.349371,0.0,Quase sempre,Transporte público,Obesidade I,21,105,1.78
Male,sim,sim,2.0,1.867836,Quase sempre,não,2.438398,não,1.0,0.802305,Não,Transporte público,Obesidade I,18,109,1.78
Male,sim,sim,2.0,1.548407,Quase sempre,não,2.191401,não,1.0,1.676944,Não,Transporte público,Obesidade I,18,109,1.84
